"strangleslogid","eventdate","submittingvet_prim","nuts3gid","breedgen","sexgen","premesiscategory","age","submittinglab_prim","result"
1490,2016-11-16,108,1292,"undefined","male","undefined",22,1,"culture and qPCR"
1208,2016-02-26,156,1311,"undefined","male","undefined",6,1,"qPCR"
867,2015-07-16,137,1478,"Sports horses","male","commercial",3,1,"qPCR"
1178,2016-02-05,930,1522,"UK native pony breeds","female","undefined",10,1,"culture and qPCR"
1518,2016-12-19,799,1428,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1493,2016-11-22,90,1453,"UK native pony breeds","male","undefined",12,1,"qPCR"
1696,2017-11-13,36,1449,"Sports horses","unreported","undefined",15,1,"qPCR"
875,2015-07-21,28,1292,"Sports horses","male","undefined",17,1,"qPCR"
283,2019-02-28,82,1220,"UK native pony breeds","female","private",15,1,"qPCR"
316,2019-04-16,146,1188,"undefined","female","undefined",NA,5,"qPCR"
659,2015-03-03,459,1206,"undefined","unreported","undefined",NA,1,"culture and qPCR"
124,2018-06-28,77,1269,"undefined","female","undefined",NA,1,"qPCR"
778,2015-05-20,6,1242,"UK native horse breeds","male","commercial",2,1,"culture and qPCR"
1671,2017-08-31,5,1447,"undefined","male","undefined",4,1,"qPCR"
457,2019-10-18,176,1501,"crossbreeds","female","undefined",13,3,"culture and qPCR"
237,2019-01-07,72,1282,"UK native horse breeds","unreported","other",NA,1,"culture and qPCR"
1280,2016-04-15,881,1495,"Sports horses","female","commercial",14,1,"culture and qPCR"
420,2019-09-02,114,1218,"undefined","female","undefined",NA,4,"culture and qPCR"
1196,2016-02-19,845,1440,"crossbreeds","unreported","undefined",7,1,"qPCR"
1211,2016-03-01,113,1458,"undefined","unreported","undefined",NA,1,"qPCR"
54,2018-04-10,28,1292,"crossbreeds","unreported","commercial",20,1,"culture and qPCR"
736,2015-04-22,121,1269,"UK native horse breeds","unreported","undefined",5,1,"culture and qPCR"
1595,2017-03-21,27,1428,"UK native horse breeds","male","undefined",7,1,"culture and qPCR"
184,2018-10-26,85,1499,"undefined","unreported","undefined",NA,5,"culture and qPCR"
1685,2017-10-12,40,1436,"Sports horses","male","commercial",6,1,"qPCR"
546,2015-01-08,37,1190,"UK native pony breeds","male","undefined",9,1,"culture and qPCR"
860,2015-07-15,779,1522,"UK native pony breeds","female","private",6,1,"qPCR"
6,2018-07-26,1,1262,"undefined","female","commercial",22,1,"culture and qPCR"
707,2015-04-07,799,1428,"crossbreeds","male","commercial",16,1,"qPCR"
1483,2016-11-10,111,1490,"UK native pony breeds","male","commercial",NA,1,"culture and qPCR"
594,2015-08-11,142,1219,"UK native pony breeds","female","other",21,1,"qPCR"
35,2018-07-26,1,1262,"crossbreeds","unreported","commercial",16,1,"culture and qPCR"
1225,2016-03-11,881,1495,"Non UK native horses","female","other",7,1,"culture and qPCR"
38,2019-06-04,159,1380,"undefined","female","commercial",NA,4,"culture and qPCR"
52,2018-10-18,4,1490,"undefined","unreported","undefined",NA,1,"qPCR"
128,2018-07-06,119,1473,"Sports horses","male","undefined",NA,1,"qPCR"
714,2015-04-13,53,1285,"undefined","unreported","undefined",NA,1,"qPCR"
337,2019-05-26,125,1212,"undefined","male","undefined",10,1,"culture and qPCR"
8,2018-05-23,77,1269,"UK native pony breeds","male","commercial",NA,1,"qPCR"
901,2015-08-03,843,1218,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1364,2016-06-24,94,1217,"Sports horses","male","undefined",NA,1,"qPCR"
1134,2016-01-05,818,1284,"Non UK native horses","male","undefined",9,1,"culture and qPCR"
539,2015-01-15,90,1453,"UK native horse breeds","female","commercial",6,1,"qPCR"
1296,2016-04-27,90,1453,"Sports horses","female","private",8,1,"qPCR"
1184,2016-02-09,48,1449,"Sports horses","male","commercial",6,1,"qPCR"
722,2015-04-15,62,1317,"Sports horses","male","undefined",6,1,"culture and qPCR"
1445,2016-09-23,99,1508,"undefined","unreported","undefined",NA,1,"culture and qPCR"
688,2015-03-26,118,1447,"undefined","unreported","undefined",NA,1,"qPCR"
449,2019-10-01,46,1301,"Sports horses","male","undefined",5,5,"culture and qPCR"
74,2019-01-22,24,1260,"undefined","unreported","undefined",NA,4,"culture and qPCR"
779,2015-05-21,721,1218,"undefined","unreported","private",NA,1,"qPCR"
285,2019-02-28,139,1187,"UK native pony breeds","male","private",17,1,"qPCR"
286,2019-02-28,128,1478,"undefined","male","commercial",8,1,"qPCR"
1158,2016-01-25,1028,1452,"Sports horses","female","commercial",7.5,1,"qPCR"
310,2019-04-05,83,1470,"Non UK native horses","unreported","commercial",7,1,"culture and qPCR"
79,2019-02-12,131,1436,"undefined","male","undefined",NA,1,"culture"
1557,2017-01-23,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
447,2019-09-03,114,1218,"undefined","unreported","undefined",NA,1,"qPCR"
1729,2018-01-23,231,1495,"UK native pony breeds","female","undefined",NA,1,"qPCR"
336,2019-05-25,141,1191,"UK native pony breeds","female","undefined",5,4,"qPCR"
88,2018-04-12,35,1451,"UK native pony breeds","female","undefined",3,1,"culture and qPCR"
774,2015-05-14,903,1287,"undefined","male","commercial",NA,1,"culture and qPCR"
1754,2018-03-06,135,1424,"undefined","unreported","undefined",NA,1,"qPCR"
34,2018-08-07,48,1449,"undefined","female","undefined",NA,1,"qPCR"
1099,2015-12-18,470,1519,"UK native pony breeds","male","undefined",3,1,"culture and qPCR"
1487,2016-11-15,106,1462,"UK native pony breeds","female","undefined",20,1,"qPCR"
1304,2016-05-10,20,1294,"crossbreeds","female","undefined",10,1,"culture and qPCR"
993,2016-01-06,793,1269,"undefined","female","undefined",NA,1,"culture and qPCR"
1722,2018-01-10,252,1190,"undefined","unreported","commercial",NA,1,"qPCR"
667,2015-03-06,18,1456,"UK native pony breeds","unreported","private",4,1,"culture and qPCR"
301,2019-03-24,46,1301,"crossbreeds","female","undefined",5,1,"qPCR"
970,2015-09-23,6,1242,"undefined","unreported","undefined",NA,1,"qPCR"
835,2015-06-29,48,1449,"undefined","unreported","commercial",NA,1,"culture and qPCR"
572,2015-05-18,413,1218,"Sports horses","female","undefined",20,1,"qPCR"
1539,2017-01-13,148,1451,"crossbreeds","male","undefined",6.58,1,"culture and qPCR"
212,2018-12-13,6,1242,"UK native pony breeds","female","undefined",5,4,"culture and qPCR"
1341,2016-06-14,94,1217,"undefined","female","undefined",NA,1,"culture and qPCR"
363,2019-07-01,25,1471,"UK native horse breeds","female","undefined",11,3,"culture and qPCR"
1392,2016-07-25,194,1218,"UK native pony breeds","male","commercial",7,1,"culture and qPCR"
202,2018-11-28,110,1213,"UK native horse breeds","female","undefined",9,4,"culture"
164,2018-09-09,105,1220,"Sports horses","male","undefined",NA,1,"qPCR"
239,2019-01-10,140,1292,"undefined","male","undefined",22,1,"culture and qPCR"
720,2015-04-14,71,1244,"UK native horse breeds","female","undefined",8,1,"culture and qPCR"
741,2015-04-28,71,1244,"UK native horse breeds","female","commercial",NA,1,"culture and qPCR"
757,2015-05-05,4,1490,"undefined","female","commercial",NA,1,"qPCR"
1138,2016-01-05,113,1458,"undefined","unreported","commercial",NA,1,"qPCR"
370,2019-07-13,93,1520,"crossbreeds","male","undefined",NA,1,"culture and qPCR"
1507,2016-12-12,71,1244,"crossbreeds","female","commercial",7,1,"qPCR"
1228,2016-03-15,48,1449,"undefined","female","undefined",NA,1,"culture and qPCR"
794,2015-06-04,46,1301,"crossbreeds","female","undefined",21,1,"culture and qPCR"
665,2015-03-09,24,1260,"Sports horses","male","undefined",6,1,"culture and qPCR"
1363,2016-06-27,5,1447,"undefined","male","commercial",5,1,"qPCR"
41,2019-04-26,143,1190,"Non UK native horses","female","undefined",12,1,"qPCR"
208,2018-12-09,12,1436,"UK native horse breeds","male","undefined",11,1,"culture and qPCR"
453,2019-10-11,32,1495,"crossbreeds","female","undefined",6,3,"culture and qPCR"
287,2019-02-28,139,1187,"undefined","unreported","undefined",NA,1,"qPCR"
1597,2017-03-21,61,1499,"undefined","male","other",1.75,1,"qPCR"
1699,2017-11-16,143,1190,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1385,2016-07-20,505,1269,"undefined","female","undefined",NA,1,"culture and qPCR"
1063,2015-11-26,17,1292,"Sports horses","female","undefined",16,1,"qPCR"
1698,2017-11-15,120,1238,"undefined","male","undefined",4,1,"culture and qPCR"
342,2019-06-04,66,1218,"UK native pony breeds","female","undefined",13,4,"culture and qPCR"
748,2015-04-28,42,1284,"UK native pony breeds","male","other",NA,1,"qPCR"
300,2019-03-19,9,1465,"undefined","female","commercial",6,1,"qPCR"
1038,2015-10-27,121,1269,"UK native horse breeds","unreported","undefined",9,1,"culture and qPCR"
1176,2016-02-03,148,1451,"UK native pony breeds","male","private",7,1,"culture and qPCR"
1316,2016-05-24,133,1499,"UK native horse breeds","unreported","private",10,1,"qPCR"
325,2019-05-15,54,1259,"undefined","male","undefined",12,4,"qPCR"
1205,2016-02-26,237,1285,"UK native pony breeds","male","private",9,1,"qPCR"
333,2019-05-24,139,1187,"UK native pony breeds","male","undefined",20,6,"culture"
1313,2016-05-24,2,1262,"UK native pony breeds","unreported","undefined",NA,1,"qPCR"
888,2015-07-22,44,1506,"UK native pony breeds","male","other",24,1,"qPCR"
1078,2015-12-04,626,1194,"UK native pony breeds","female","other",NA,1,"culture"
249,2019-01-14,34,1466,"undefined","unreported","other",NA,1,"qPCR"
44,2018-06-07,72,1282,"UK native pony breeds","female","other",NA,1,"culture and qPCR"
684,2015-03-24,96,1380,"Sports horses","male","private",3,1,"qPCR"
61,2018-07-06,77,1269,"undefined","female","undefined",NA,1,"qPCR"
1403,2016-08-08,43,1442,"UK native pony breeds","unreported","commercial",25,1,"qPCR"
619,2015-11-09,1122,1522,"Donkey Gen","female","other",17,1,"qPCR"
622,2015-02-17,104,1212,"Non UK native horses","male","commercial",12,1,"culture and qPCR"
205,2018-12-03,43,1442,"Sports horses","male","undefined",NA,1,"culture and qPCR"
1157,2016-01-25,757,1428,"undefined","unreported","undefined",NA,1,"culture and qPCR"
871,2015-07-20,931,1522,"UK native pony breeds","unreported","undefined",NA,1,"qPCR"
996,2016-01-07,985,1472,"undefined","male","undefined",19,1,"qPCR"
343,2019-06-06,9,1465,"crossbreeds","female","undefined",8,5,"culture and qPCR"
1373,2016-07-04,119,1473,"UK native pony breeds","male","undefined",15,1,"culture and qPCR"
1106,2015-12-29,250,1219,"undefined","female","private",6,1,"qPCR"
1091,2015-12-15,116,1466,"UK native pony breeds","male","undefined",8,1,"qPCR"
1149,2016-01-19,4,1490,"undefined","female","commercial",10,1,"qPCR"
19,2019-01-08,1,1262,"undefined","male","commercial",14,1,"culture and qPCR"
655,2015-03-03,57,1218,"undefined","unreported","undefined",NA,1,"qPCR"
1401,2016-08-07,28,1292,"undefined","unreported","undefined",NA,1,"qPCR"
811,2015-06-16,6,1242,"undefined","unreported","undefined",NA,1,"qPCR"
608,2015-02-05,1084,1234,"crossbreeds","unreported","commercial",17,1,"qPCR"
904,2015-08-04,760,1233,"UK native pony breeds","female","undefined",19,1,"qPCR"
846,2015-06-06,62,1317,"Sports horses","male","commercial",20,1,"qPCR"
1333,2016-06-08,215,1294,"UK native horse breeds","male","commercial",4,1,"qPCR"
1145,2016-01-18,470,1519,"undefined","unreported","commercial",NA,1,"qPCR"
1478,2016-11-01,4,1490,"UK native horse breeds","unreported","undefined",0.5,1,"culture"
1728,2018-01-17,40,1436,"undefined","unreported","undefined",NA,1,"qPCR"
947,2015-09-07,135,1424,"undefined","unreported","commercial",NA,1,"culture and qPCR"
407,2019-08-21,90,1453,"UK native horse breeds","male","undefined",6,4,"culture and qPCR"
607,2015-02-04,881,1495,"crossbreeds","female","other",20,1,"qPCR"
933,2015-08-24,178,1460,"UK native pony breeds","male","undefined",NA,1,"qPCR"
1187,2016-02-10,33,1474,"Sports horses","female","commercial",5,1,"qPCR"
318,2019-04-17,118,1447,"Sports horses","female","undefined",9,5,"qPCR"
800,2015-06-09,39,1240,"UK native pony breeds","unreported","other",NA,1,"culture and qPCR"
290,2019-03-03,144,1263,"crossbreeds","male","undefined",10,5,"culture and qPCR"
153,2018-08-06,19,1472,"undefined","male","undefined",NA,1,"culture and qPCR"
966,2015-09-17,106,1462,"crossbreeds","female","undefined",4,1,"culture and qPCR"
1281,2016-04-15,62,1317,"UK native horse breeds","male","commercial",NA,1,"culture"
609,2015-02-06,123,1206,"UK native pony breeds","male","undefined",NA,1,"qPCR"
1680,2017-09-29,40,1436,"undefined","unreported","commercial",NA,1,"culture and qPCR"
1372,2016-06-26,39,1240,"undefined","female","undefined",21,1,"culture and qPCR"
277,2019-02-20,90,1453,"UK native pony breeds","female","private",NA,1,"qPCR"
787,2015-06-01,691,1285,"UK native pony breeds","male","private",12,1,"qPCR"
91,2018-03-06,135,1424,"undefined","female","undefined",NA,1,"qPCR"
939,2015-09-04,99,1508,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1347,2016-06-16,141,1191,"undefined","female","commercial",NA,1,"culture and qPCR"
814,2015-06-17,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
837,2015-07-01,81,1385,"UK native pony breeds","female","undefined",6,1,"qPCR"
90,2018-04-19,114,1218,"crossbreeds","unreported","undefined",4,1,"qPCR"
1354,2016-06-21,13,1317,"UK native horse breeds","female","undefined",NA,1,"culture and qPCR"
28,2019-02-15,117,1269,"undefined","female","undefined",NA,5,"culture and qPCR"
319,2019-04-18,125,1212,"undefined","unreported","undefined",11,1,"culture and qPCR"
1097,2015-12-21,4,1490,"undefined","unreported","commercial",NA,1,"qPCR"
459,2019-10-24,33,1474,"crossbreeds","female","undefined",17,4,"culture and qPCR"
1222,2016-03-11,325,1191,"UK native horse breeds","male","commercial",8,1,"culture and qPCR"
1511,2016-12-12,985,1472,"UK native horse breeds","female","undefined",10,1,"culture and qPCR"
217,2018-12-18,147,1490,"undefined","female","undefined",NA,1,"culture and qPCR"
573,2015-05-18,744,1520,"UK native pony breeds","unreported","commercial",4,1,"qPCR"
84,2018-04-03,72,1282,"Sports horses","unreported","commercial",NA,1,"qPCR"
138,2018-07-16,48,1449,"undefined","female","undefined",NA,1,"qPCR"
427,2019-09-10,169,1517,"Sports horses","female","undefined",NA,3,"culture and qPCR"
1657,2017-07-16,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
903,2015-08-04,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
1359,2016-06-23,475,1490,"Sports horses","male","commercial",8,1,"qPCR"
715,2015-04-13,53,1285,"undefined","unreported","undefined",NA,1,"qPCR"
375,2019-07-18,141,1191,"Non UK native horses","male","undefined",12,4,"culture and qPCR"
1412,2016-08-19,1109,1472,"Sports horses","male","undefined",9.75,1,"culture"
1598,2017-03-23,104,1212,"UK native pony breeds","female","undefined",7,1,"qPCR"
1312,2016-05-20,141,1191,"Sports horses","female","undefined",13,1,"culture and qPCR"
586,2015-07-08,744,1520,"UK native pony breeds","unreported","other",6,1,"qPCR"
808,2015-06-16,470,1519,"Sports horses","male","undefined",3,1,"culture and qPCR"
195,2018-11-15,65,1238,"undefined","unreported","undefined",NA,4,"culture and qPCR"
352,2019-06-18,86,1481,"Sports horses","unreported","undefined",NA,3,"qPCR"
213,2018-12-13,65,1238,"UK native pony breeds","unreported","undefined",22,4,"culture and qPCR"
1201,2016-02-22,131,1436,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1486,2016-11-15,69,1451,"undefined","male","undefined",5,1,"qPCR"
852,2015-07-06,43,1442,"Sports horses","female","commercial",NA,1,"qPCR"
446,2019-09-26,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
693,2015-03-30,475,1490,"crossbreeds","female","undefined",14,1,"qPCR"
257,2019-01-16,74,1260,"UK native horse breeds","female","commercial",8,4,"culture and qPCR"
57,2018-11-26,74,1260,"Sports horses","male","undefined",7,4,"culture and qPCR"
1588,2017-03-09,40,1436,"Sports horses","unreported","undefined",NA,1,"culture and qPCR"
93,2018-04-23,111,1490,"Sports horses","male","undefined",8,1,"qPCR"
873,2015-07-20,6,1242,"undefined","unreported","undefined",NA,1,"qPCR"
820,2015-06-22,980,1218,"undefined","female","private",NA,1,"culture and qPCR"
1112,2016-01-04,435,1522,"Sports horses","unreported","undefined",4,1,"qPCR"
472,2019-11-20,90,1453,"crossbreeds","male","undefined",10,4,"qPCR"
950,2015-09-07,119,1473,"Sports horses","female","undefined",NA,1,"qPCR"
1328,2016-04-03,83,1470,"UK native pony breeds","male","commercial",4,1,"culture and qPCR"
781,2015-05-26,19,1472,"undefined","male","undefined",4,1,"culture and qPCR"
898,2015-07-31,901,1481,"UK native pony breeds","female","private",11,1,"culture and qPCR"
1278,2016-04-12,121,1269,"undefined","unreported","undefined",NA,1,"culture and qPCR"
391,2019-08-08,94,1217,"UK native horse breeds","female","undefined",0.33,4,"qPCR"
1450,2016-09-27,131,1436,"undefined","unreported","commercial",NA,1,"qPCR"
668,2015-03-08,93,1520,"Sports horses","female","undefined",17,1,"culture and qPCR"
1679,2017-09-23,106,1462,"crossbreeds","female","commercial",12,1,"qPCR"
858,2015-07-13,931,1522,"undefined","unreported","undefined",NA,1,"qPCR"
161,2018-09-07,114,1218,"undefined","unreported","undefined",NA,1,"qPCR"
1553,2017-01-20,148,1451,"undefined","unreported","undefined",NA,1,"qPCR"
663,2015-03-05,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
328,2019-05-20,32,1495,"UK native pony breeds","female","undefined",30,5,"culture and qPCR"
1749,2018-02-24,12,1436,"crossbreeds","female","commercial",20,1,"qPCR"
772,2015-05-13,62,1317,"Sports horses","female","undefined",6,1,"qPCR"
171,2018-09-30,113,1458,"undefined","unreported","undefined",NA,1,"qPCR"
1707,2017-11-28,1118,1516,"Sports horses","male","other",10.08,1,"culture and qPCR"
345,2019-06-11,4,1490,"undefined","unreported","undefined",NA,1,"qPCR"
1675,2017-09-15,652,1456,"UK native pony breeds","male","other",NA,1,"culture and qPCR"
1604,2017-04-04,40,1436,"undefined","male","undefined",NA,1,"qPCR"
382,2019-07-25,7,1495,"UK native horse breeds","female","private",6.08,1,"culture and qPCR"
1300,2016-05-05,96,1380,"undefined","unreported","undefined",NA,1,"qPCR"
841,2015-07-02,5,1447,"undefined","male","commercial",5,1,"qPCR"
913,2015-08-12,116,1466,"undefined","male","undefined",NA,1,"qPCR"
115,2018-06-08,137,1478,"Sports horses","male","private",9,1,"culture and qPCR"
347,2019-06-11,114,1218,"UK native horse breeds","female","undefined",6,1,"qPCR"
1715,2017-12-22,85,1499,"UK native pony breeds","female","undefined",7,1,"qPCR"
1066,2015-11-27,496,1478,"undefined","female","undefined",NA,1,"qPCR"
542,2015-01-20,5,1447,"undefined","female","private",20,1,"qPCR"
1376,2016-07-04,106,1462,"UK native horse breeds","male","commercial",0.25,1,"qPCR"
1567,2017-02-07,131,1436,"undefined","unreported","commercial",NA,1,"qPCR"
785,2015-05-29,6,1242,"undefined","unreported","undefined",NA,1,"qPCR"
672,2015-03-11,744,1520,"crossbreeds","female","private",17,1,"culture and qPCR"
303,2019-03-26,33,1474,"Sports horses","female","undefined",9,4,"culture and qPCR"
1267,2016-04-06,178,1460,"UK native pony breeds","male","commercial",40,1,"culture and qPCR"
299,2019-03-19,61,1499,"undefined","unreported","undefined",NA,4,"culture and qPCR"
1261,2016-04-04,626,1194,"crossbreeds","male","commercial",10,1,"qPCR"
1520,2016-12-20,428,1478,"Sports horses","female","private",0.66,1,"qPCR"
1560,2017-01-25,1126,1243,"undefined","male","undefined",10.66,1,"qPCR"
1614,2017-05-03,83,1470,"crossbreeds","female","undefined",NA,1,"qPCR"
1643,2017-06-01,96,1380,"UK native pony breeds","female","undefined",NA,1,"culture and qPCR"
1350,2016-06-18,21,1268,"Non UK native horses","male","commercial",9,1,"culture and qPCR"
154,2018-08-14,93,1520,"Non UK native horses","female","commercial",6,1,"qPCR"
1074,2015-12-04,1112,1522,"undefined","unreported","commercial",NA,1,"qPCR"
37,2019-04-17,49,1190,"Sports horses","male","undefined",14,5,"culture and qPCR"
1656,2017-07-10,18,1456,"UK native pony breeds","unreported","private",1,1,"qPCR"
356,2019-06-20,84,1471,"UK native pony breeds","female","undefined",11,3,"qPCR"
670,2015-03-09,116,1466,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1460,2016-10-11,369,1451,"crossbreeds","unreported","undefined",7,1,"culture"
173,2018-10-09,41,1234,"crossbreeds","female","undefined",1.25,5,"culture and qPCR"
96,2018-04-25,111,1490,"UK native pony breeds","male","undefined",5,1,"qPCR"
1652,2017-07-04,83,1470,"UK native horse breeds","male","undefined",NA,1,"qPCR"
329,2019-05-22,65,1238,"undefined","male","undefined",5,4,"qPCR"
1306,2016-05-16,131,1436,"UK native pony breeds","unreported","commercial",10,1,"qPCR"
469,2019-10-25,185,1461,"UK native horse breeds","male","other",10,1,"culture and qPCR"
464,2019-10-30,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
177,2018-10-17,64,1463,"crossbreeds","male","undefined",6,5,"culture and qPCR"
937,2015-09-02,187,1190,"UK native pony breeds","male","other",NA,1,"qPCR"
1758,2018-03-07,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
1030,2015-10-19,931,1522,"undefined","unreported","other",NA,1,"qPCR"
1683,2017-10-11,39,1240,"UK native pony breeds","unreported","private",11,1,"culture and qPCR"
241,2019-01-11,30,1385,"undefined","unreported","undefined",NA,4,"qPCR"
689,2015-03-26,146,1188,"UK native pony breeds","female","commercial",5,1,"culture and qPCR"
167,2018-09-16,146,1188,"Sports horses","female","undefined",4,5,"culture and qPCR"
889,2015-07-22,931,1522,"undefined","unreported","undefined",NA,1,"qPCR"
1206,2016-02-28,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
1042,2015-11-04,65,1238,"UK native pony breeds","male","commercial",1,1,"qPCR"
946,2015-09-07,24,1260,"undefined","unreported","private",NA,1,"culture and qPCR"
1155,2016-01-19,116,1466,"UK native horse breeds","female","undefined",NA,1,"qPCR"
1768,2018-03-16,96,1380,"UK native pony breeds","male","undefined",NA,1,"culture and qPCR"
179,2018-10-22,85,1499,"undefined","unreported","undefined",20,5,"culture and qPCR"
411,2019-08-23,157,1380,"undefined","unreported","undefined",NA,4,"qPCR"
1453,2016-09-30,71,1244,"UK native pony breeds","unreported","commercial",7,1,"culture and qPCR"
1479,2016-11-03,73,1463,"UK native pony breeds","male","undefined",25,1,"culture and qPCR"
749,2015-04-28,42,1284,"Sports horses","unreported","undefined",6,1,"culture and qPCR"
100,2018-05-01,20,1294,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1551,2017-01-18,20,1294,"UK native horse breeds","female","undefined",6,1,"culture and qPCR"
1083,2015-12-08,111,1490,"crossbreeds","female","undefined",7,1,"culture and qPCR"
270,2019-02-12,4,1490,"undefined","unreported","undefined",18,1,"qPCR"
1765,2018-03-08,111,1490,"UK native pony breeds","female","commercial",1,1,"qPCR"
1182,2016-02-08,488,1240,"undefined","female","undefined",NA,1,"qPCR"
765,2015-05-11,74,1260,"crossbreeds","male","commercial",22,1,"qPCR"
818,2015-06-19,124,1260,"Sports horses","female","commercial",NA,1,"culture and qPCR"
250,2019-01-15,54,1259,"undefined","unreported","undefined",NA,4,"culture and qPCR"
1185,2016-02-10,629,1495,"Sports horses","male","commercial",3,1,"culture and qPCR"
953,2015-09-10,119,1473,"Sports horses","unreported","undefined",7,1,"culture and qPCR"
980,2015-09-30,159,1380,"UK native pony breeds","female","commercial",7,1,"culture and qPCR"
1748,2018-02-26,108,1292,"Sports horses","male","undefined",10,1,"culture and qPCR"
1676,2017-09-21,5,1447,"undefined","unreported","undefined",10,1,"qPCR"
381,2019-07-24,138,1380,"undefined","unreported","other",NA,1,"culture and qPCR"
1181,2016-02-08,113,1458,"undefined","unreported","undefined",NA,1,"qPCR"
1449,2016-09-27,451,1292,"UK native pony breeds","unreported","undefined",15.83,1,"qPCR"
1279,2016-04-15,881,1495,"UK native pony breeds","male","commercial",18,1,"culture and qPCR"
242,2019-01-11,30,1385,"undefined","unreported","undefined",NA,4,"culture and qPCR"
102,2018-05-03,69,1451,"UK native pony breeds","unreported","undefined",8,1,"culture"
1075,2015-12-04,1112,1522,"undefined","unreported","commercial",NA,1,"qPCR"
151,2018-08-01,8,1260,"Non UK native horses","female","commercial",18,1,"culture and qPCR"
948,2015-09-07,135,1424,"undefined","female","commercial",NA,1,"culture and qPCR"
243,2019-01-11,125,1212,"undefined","male","undefined",NA,1,"culture and qPCR"
1742,2018-02-15,83,1470,"UK native horse breeds","male","commercial",6,1,"qPCR"
1638,2017-05-18,28,1292,"undefined","unreported","commercial",NA,1,"qPCR"
117,2018-06-14,73,1463,"Non UK native horses","male","undefined",10,1,"culture and qPCR"
341,2019-06-01,52,1449,"undefined","female","undefined",NA,2,"culture and qPCR"
106,2018-05-15,20,1294,"undefined","unreported","undefined",NA,1,"qPCR"
595,2015-02-03,345,1259,"undefined","unreported","undefined",NA,1,"qPCR"
721,2015-04-14,87,1187,"UK native pony breeds","male","undefined",8,1,"culture and qPCR"
390,2019-08-08,54,1259,"UK native horse breeds","female","undefined",3,4,"qPCR"
731,2015-04-21,6,1242,"undefined","unreported","undefined",NA,1,"qPCR"
1132,2016-01-04,79,1449,"Sports horses","male","undefined",6,1,"culture and qPCR"
1734,2018-01-31,24,1260,"crossbreeds","male","undefined",16.5,1,"culture and qPCR"
1387,2016-07-25,61,1499,"Sports horses","male","undefined",10.16,1,"qPCR"
95,2018-04-25,149,1465,"UK native horse breeds","male","other",18,1,"culture"
1259,2016-04-04,159,1380,"UK native horse breeds","male","undefined",10,1,"culture and qPCR"
366,2019-07-04,14,1206,"undefined","male","undefined",NA,1,"culture and qPCR"
1431,2016-09-06,215,1294,"UK native horse breeds","unreported","undefined",6,1,"culture and qPCR"
59,2019-02-25,118,1447,"crossbreeds","male","undefined",4,5,"culture and qPCR"
1411,2016-08-18,53,1285,"UK native horse breeds","female","commercial",9,1,"qPCR"
1118,2016-01-02,106,1462,"Sports horses","male","commercial",6,1,"culture and qPCR"
1702,2017-11-20,900,1470,"undefined","unreported","undefined",NA,1,"qPCR"
335,2019-05-24,114,1218,"undefined","unreported","undefined",NA,4,"qPCR"
1140,2016-01-13,96,1380,"UK native pony breeds","unreported","undefined",5,1,"qPCR"
753,2015-05-01,346,1462,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1105,2015-12-29,250,1219,"crossbreeds","female","private",1.5,1,"qPCR"
1393,2016-07-26,67,1267,"undefined","male","undefined",NA,1,"culture and qPCR"
191,2018-11-12,37,1190,"UK native pony breeds","female","undefined",5,5,"culture and qPCR"
360,2019-06-27,34,1466,"undefined","male","undefined",NA,3,"culture and qPCR"
1686,2017-10-12,40,1436,"Sports horses","male","commercial",6,1,"qPCR"
112,2018-05-30,20,1294,"Sports horses","male","undefined",6,1,"culture"
705,2015-04-07,18,1456,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1476,2016-10-25,18,1456,"undefined","unreported","undefined",NA,1,"culture and qPCR"
866,2015-07-15,36,1449,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1651,2017-06-29,131,1436,"Sports horses","unreported","undefined",NA,1,"qPCR"
362,2019-06-28,84,1471,"Sports horses","male","undefined",4,3,"culture and qPCR"
1269,2016-04-07,1110,1522,"undefined","unreported","undefined",9,1,"qPCR"
763,2015-05-08,448,1485,"undefined","male","private",8,1,"qPCR"
1219,2016-03-08,121,1269,"undefined","male","undefined",NA,1,"culture and qPCR"
289,2019-03-01,114,1218,"undefined","female","undefined",NA,1,"qPCR"
307,2019-03-27,114,1218,"UK native horse breeds","female","undefined",6,1,"qPCR"
1523,2017-01-03,924,1495,"undefined","female","other",1.5,1,"culture and qPCR"
