"","strangleslogid","eventdate","submittingvet_prim","nuts3gid","breedgen","sexgen","premesiscategory","age","submittinglab_prim"
"1541",555,2015-04-01,931,1522,"undefined","unreported","undefined",NA,1
"1542",877,2015-07-21,36,1449,"undefined","unreported","undefined",NA,1
"1543",1451,2016-09-27,131,1436,"undefined","unreported","commercial",NA,1
"1544",1617,2017-05-05,34,1466,"UK native horse breeds","female","undefined",NA,1
"1545",1545,2017-02-22,114,1218,"undefined","unreported","undefined",NA,1
"1546",1512,2016-12-14,898,1490,"undefined","male","undefined",NA,1
"1547",1654,2017-07-04,131,1436,"undefined","unreported","commercial",NA,1
"1548",214,2018-12-14,120,1238,"undefined","unreported","undefined",NA,1
"1549",727,2015-04-13,442,1244,"UK native horse breeds","female","commercial",1,1
"1550",450,2019-10-08,175,1428,"UK native pony breeds","female","undefined",33,3
"1551",816,2015-06-18,146,1188,"UK native horse breeds","female","undefined",6,1
"1552",850,2015-07-07,464,1285,"undefined","unreported","commercial",NA,1
"1553",600,2015-02-03,345,1259,"undefined","unreported","undefined",NA,1
"1554",1580,2017-03-01,132,1192,"undefined","female","undefined",NA,1
"1555",13,2018-04-25,43,1442,"UK native pony breeds","male","commercial",NA,1
"1556",1357,2016-06-22,21,1268,"undefined","female","commercial",NA,1
"1557",1246,2016-03-29,237,1285,"crossbreeds","female","undefined",7,1
"1558",649,2015-03-02,881,1495,"UK native pony breeds","female","undefined",8,1
"1559",224,2018-12-27,5,1447,"UK native pony breeds","male","private",3,1
"1560",1239,2016-03-21,48,1449,"undefined","unreported","undefined",NA,1
"1561",958,2015-09-14,156,1311,"Sports horses","unreported","undefined",NA,1
"1562",481,2019-11-19,72,1282,"undefined","male","commercial",3,1
"1563",479,2019-11-25,786,1296,"UK native pony breeds","unreported","undefined",21,1
"1564",830,2015-06-29,49,1190,"Sports horses","unreported","undefined",NA,1
"1565",742,2015-04-28,56,1449,"undefined","unreported","commercial",NA,1
"1566",685,2015-03-23,522,1452,"Sports horses","male","commercial",6,1
"1567",817,2015-06-19,565,1385,"undefined","male","undefined",NA,1
"1568",931,2015-08-24,290,1220,"Sports horses","male","private",10,1
"1569",200,2018-11-26,106,1462,"Non UK native horses","female","undefined",8,5
"1570",1202,2016-02-22,58,1508,"UK native pony breeds","female","undefined",NA,1
"1571",246,2019-01-14,34,1466,"Non UK native horses","female","other",NA,1
"1572",1549,2017-01-17,111,1490,"Sports horses","female","undefined",1,1
"1573",189,2018-11-05,18,1456,"UK native pony breeds","female","private",14,1
"1574",992,2015-11-30,119,1473,"undefined","unreported","private",NA,1
"1575",98,2018-04-28,111,1490,"UK native pony breeds","male","undefined",0.66,1
"1576",1039,2015-11-02,5,1447,"crossbreeds","male","private",26,1
"1577",813,2015-06-17,116,1466,"undefined","unreported","undefined",NA,1
"1578",1609,2017-04-27,132,1192,"UK native pony breeds","female","other",16,1
"1579",653,2015-03-03,57,1218,"undefined","unreported","undefined",NA,1
"1580",190,2018-11-11,48,1449,"undefined","unreported","undefined",NA,1
"1581",746,2015-04-28,71,1244,"undefined","unreported","other",5,1
"1582",465,2019-10-21,181,1237,"undefined","male","other",23,1
"1583",632,2015-02-22,5,1447,"undefined","female","undefined",NA,1
"1584",1415,2016-08-22,35,1451,"undefined","male","undefined",1,1
"1585",1563,2017-01-25,40,1436,"undefined","unreported","commercial",NA,1
"1586",1502,2016-02-06,1126,1243,"UK native pony breeds","female","undefined",4,1
"1587",188,2018-11-02,141,1191,"UK native horse breeds","female","undefined",1,4
"1588",116,2018-06-13,18,1456,"undefined","unreported","undefined",NA,1
"1589",1079,2015-12-04,18,1456,"undefined","unreported","undefined",NA,1
"1590",111,2018-05-26,27,1428,"UK native horse breeds","female","undefined",NA,1
"1591",554,2015-01-13,475,1490,"Sports horses","female","undefined",22.33,1
"1592",977,2015-09-28,931,1522,"undefined","unreported","other",NA,1
"1593",332,2019-05-23,54,1259,"UK native horse breeds","male","undefined",NA,4
"1594",788,2015-06-01,237,1285,"undefined","unreported","undefined",30,1
"1595",220,2018-12-19,114,1218,"undefined","female","undefined",NA,1
"1596",1037,2015-10-22,1038,1449,"undefined","unreported","undefined",NA,1
"1597",463,2019-10-29,43,1442,"Sports horses","male","undefined",NA,1
"1598",314,2019-04-15,131,1436,"Sports horses","female","commercial",NA,1
"1599",1362,2016-06-24,135,1424,"Sports horses","female","undefined",NA,1
"1600",210,2018-12-12,99,1508,"undefined","unreported","undefined",NA,1
"1601",617,2015-02-17,146,1188,"crossbreeds","unreported","undefined",4,1
"1602",456,2019-10-16,68,1218,"UK native horse breeds","female","undefined",NA,5
"1603",1570,2017-06-13,1122,1522,"Donkey Gen","male","other",17,1
"1604",405,2019-08-20,165,1485,"undefined","unreported","undefined",NA,3
"1605",1529,2017-01-05,27,1428,"UK native pony breeds","male","undefined",8,1
"1606",416,2019-08-27,77,1269,"undefined","male","undefined",NA,1
"1607",883,2015-07-22,32,1495,"UK native pony breeds","male","undefined",10,1
"1608",690,2015-03-25,1127,1216,"undefined","female","undefined",NA,1
"1609",1682,2017-10-03,910,1481,"undefined","unreported","undefined",4,1
"1610",1579,2017-09-22,46,1301,"undefined","male","undefined",5,1
"1611",1709,2017-12-08,925,1237,"UK native pony breeds","female","private",7,1
"1612",196,2018-11-19,83,1470,"UK native horse breeds","male","undefined",5,1
"1613",1249,2016-03-29,1113,1449,"Sports horses","male","undefined",5,1
"1614",616,2015-02-15,116,1466,"undefined","male","undefined",6,1
"1615",1170,2016-02-01,736,1478,"Non UK native horses","male","private",2,1
"1616",895,2015-07-29,65,1238,"undefined","unreported","commercial",NA,1
"1617",1474,2016-10-24,451,1292,"UK native pony breeds","female","commercial",15.91,1
"1618",1384,2016-07-20,505,1269,"undefined","female","undefined",NA,1
